1,-1127,1229
2,-295,397
3,-1163,1265
4,-184,286
5,-136,238
6,-403,505
7,31,71
8,-60,162
9,-347,449
10,-16,118
11,-375,477
12,-63,165
13,-89,191
14,-34,136
15,-67,169
16,-97,199
17,-27,129
18,0,102
19,13,89
20,-80,182
21,31,71
22,32,70
23,-292,394
24,59,43
25,30,72
26,30,72
27,34,68
28,-55,157
29,68,34
30,18,84
31,-39,141
32,11,91
33,39,63
34,62,40
35,73,29
36,29,73
37,52,50
38,62,40
39,40,62
40,70,32
41,53,49
42,68,34
43,67,35
44,51,51
45,54,48
46,61,41
47,61,41
48,-9,111
49,61,41
50,66,36
51,7,95
52,50,52
53,44,58
54,48,54
55,-12,114
56,60,42
57,15,87
58,-24,126
59,-66,168
60,65,37
61,43,59
62,48,54
63,68,34
64,5,97
65,33,69
66,65,37
67,44,58
68,14,88
69,52,50
70,69,33
71,-66,168
72,66,36
73,68,34
74,49,53
75,42,60
76,62,40
77,46,56
78,43,59
79,59,43
80,62,40
81,69,33
82,59,43
83,62,40
84,3,99
85,44,58
86,56,46
87,71,31
88,55,47
89,11,91
90,41,61
91,56,46
92,73,29
93,58,44
94,47,55